Term: 	 DF 	 [DOCID, TF, Max_TF, DocLen] 
toa:	1	[[367, 1, 6, 86]]
toambient:	1	[[43, 1, 5, 113]]
toba:	2	[[322, 1, 2, 47], [1235, 1, 8, 202]]
tobak:	4	[[67, 1, 3, 57], [639, 1, 5, 61], [716, 1, 4, 70], [814, 1, 6, 149]]
tobia:	1	[[849, 1, 4, 63]]
tobodi:	1	[[973, 1, 5, 85]]
today:	1	[[554, 1, 7, 116]]
togeth:	40	[[1, 1, 5, 99], [18, 1, 6, 88], [108, 2, 5, 70], [140, 1, 10, 250], [191, 1, 7, 133], [199, 1, 16, 248], [216, 1, 9, 184], [278, 1, 5, 88], [279, 1, 7, 81], [307, 1, 4, 102], [360, 1, 5, 113], [425, 1, 5, 82], [466, 1, 6, 149], [542, 1, 9, 147], [575, 1, 5, 191], [602, 1, 4, 90], [609, 2, 2, 56], [632, 1, 3, 62], [704, 1, 7, 231], [731, 1, 10, 173], [768, 1, 5, 60], [773, 1, 8, 224], [792, 1, 7, 304], [795, 1, 2, 42], [839, 1, 7, 120], [866, 1, 4, 87], [900, 1, 4, 64], [906, 1, 3, 43], [907, 1, 6, 152], [926, 1, 6, 101], [928, 1, 8, 290], [980, 1, 9, 141], [981, 1, 5, 93], [1020, 1, 4, 88], [1028, 1, 9, 131], [1051, 1, 6, 152], [1089, 1, 6, 99], [1233, 1, 4, 82], [1320, 1, 4, 144], [1396, 1, 5, 80]]
tokyo:	2	[[304, 1, 6, 201], [450, 2, 4, 59]]
told:	1	[[262, 1, 10, 293]]
toler:	9	[[164, 1, 8, 215], [244, 1, 19, 326], [716, 1, 4, 70], [806, 2, 8, 194], [1217, 1, 4, 90], [1219, 1, 6, 102], [1313, 1, 24, 459], [1324, 1, 5, 122], [1382, 1, 10, 210]]
tollmien:	6	[[73, 1, 5, 219], [241, 1, 2, 55], [242, 1, 4, 50], [417, 2, 9, 310], [1321, 7, 8, 201], [1322, 1, 5, 157]]
tollmienschlicht:	1	[[1278, 1, 6, 139]]
tomomentum:	1	[[45, 1, 6, 108]]
tomotika:	2	[[118, 2, 8, 114], [361, 1, 2, 59]]
too:	16	[[193, 1, 15, 298], [214, 1, 5, 93], [329, 1, 17, 434], [459, 1, 7, 187], [473, 1, 5, 79], [530, 1, 5, 91], [658, 1, 11, 173], [740, 1, 9, 153], [752, 1, 7, 83], [908, 1, 9, 135], [916, 1, 5, 125], [928, 1, 8, 290], [992, 1, 14, 231], [1012, 1, 4, 102], [1110, 1, 4, 112], [1231, 1, 7, 136]]
took:	1	[[277, 1, 10, 176]]
tool:	10	[[12, 1, 5, 89], [14, 2, 8, 271], [41, 1, 4, 62], [272, 1, 19, 345], [367, 1, 6, 86], [371, 1, 5, 122], [719, 1, 5, 124], [917, 1, 7, 220], [980, 1, 9, 141], [1361, 1, 5, 105]]
top:	8	[[80, 1, 13, 220], [83, 1, 8, 213], [222, 1, 8, 141], [252, 1, 8, 188], [603, 1, 7, 147], [710, 1, 18, 193], [1035, 1, 12, 178], [1188, 2, 6, 145]]
topic:	9	[[132, 1, 12, 226], [310, 1, 9, 120], [427, 1, 18, 173], [532, 1, 3, 42], [534, 1, 3, 63], [1030, 1, 4, 32], [1052, 1, 6, 77], [1111, 1, 4, 50], [1313, 1, 24, 459]]
torda:	1	[[95, 1, 5, 81]]
toricon:	1	[[1136, 2, 5, 126]]
toriconic1a:	1	[[1136, 1, 5, 126]]
torispher:	3	[[1071, 2, 5, 76], [1134, 5, 8, 191], [1136, 2, 5, 126]]
toroid:	5	[[1071, 1, 5, 76], [1134, 1, 8, 191], [1135, 1, 4, 88], [1137, 2, 8, 171], [1138, 2, 2, 53]]
torqu:	5	[[81, 1, 4, 83], [210, 1, 12, 221], [596, 1, 4, 74], [829, 2, 3, 111], [1275, 1, 6, 77]]
torsion:	31	[[47, 1, 6, 139], [201, 2, 5, 137], [380, 3, 3, 85], [441, 1, 7, 192], [643, 2, 5, 98], [648, 2, 3, 68], [685, 1, 10, 234], [686, 1, 7, 173], [781, 1, 6, 162], [823, 2, 4, 79], [829, 2, 3, 111], [843, 1, 4, 116], [877, 1, 4, 48], [889, 1, 7, 187], [934, 1, 6, 145], [937, 4, 4, 83], [956, 1, 5, 92], [1046, 1, 6, 55], [1067, 1, 2, 54], [1116, 1, 4, 55], [1118, 1, 4, 66], [1119, 3, 9, 208], [1121, 2, 5, 96], [1123, 1, 3, 75], [1130, 2, 6, 84], [1329, 1, 6, 111], [1340, 1, 6, 79], [1357, 1, 2, 39], [1358, 1, 2, 36], [1397, 1, 3, 58], [1400, 1, 5, 74]]
toru:	2	[[954, 1, 4, 62], [1134, 2, 8, 191]]
tosti:	3	[[1144, 1, 9, 215], [1162, 1, 5, 109], [1163, 1, 5, 134]]
total:	87	[[9, 1, 9, 244], [44, 1, 7, 195], [59, 1, 8, 169], [61, 1, 5, 86], [76, 1, 7, 142], [82, 1, 11, 226], [109, 1, 6, 119], [125, 2, 9, 156], [138, 3, 7, 158], [140, 1, 10, 250], [163, 1, 10, 281], [164, 1, 8, 215], [165, 1, 12, 296], [186, 1, 5, 132], [212, 1, 10, 259], [213, 1, 8, 194], [219, 2, 6, 156], [222, 1, 8, 141], [244, 1, 19, 326], [263, 1, 5, 103], [277, 1, 10, 176], [282, 1, 10, 182], [329, 3, 17, 434], [338, 1, 6, 121], [351, 1, 3, 97], [360, 1, 5, 113], [363, 1, 7, 178], [369, 1, 7, 165], [379, 1, 8, 101], [399, 1, 3, 52], [430, 1, 3, 50], [433, 1, 19, 289], [436, 2, 2, 54], [452, 1, 7, 214], [484, 1, 9, 199], [505, 1, 4, 70], [560, 2, 8, 161], [573, 2, 6, 117], [576, 1, 13, 324], [599, 4, 10, 170], [600, 1, 8, 130], [624, 1, 6, 169], [636, 3, 11, 181], [660, 1, 14, 195], [693, 1, 7, 134], [694, 1, 7, 138], [696, 1, 11, 216], [697, 1, 11, 131], [701, 1, 12, 188], [704, 2, 7, 231], [711, 1, 5, 106], [744, 1, 5, 96], [765, 1, 3, 100], [779, 1, 8, 133], [782, 1, 10, 159], [787, 1, 7, 112], [817, 1, 6, 62], [825, 1, 9, 168], [863, 1, 3, 73], [867, 1, 4, 98], [881, 1, 4, 110], [946, 4, 13, 249], [964, 1, 4, 106], [970, 1, 8, 141], [976, 1, 14, 321], [992, 2, 14, 231], [993, 2, 10, 166], [1004, 1, 4, 101], [1025, 1, 6, 128], [1061, 1, 4, 208], [1095, 1, 9, 145], [1104, 2, 9, 244], [1143, 1, 5, 92], [1204, 2, 6, 224], [1217, 1, 4, 90], [1255, 1, 5, 113], [1258, 1, 5, 142], [1261, 1, 6, 185], [1285, 1, 3, 51], [1289, 2, 8, 178], [1304, 1, 5, 108], [1325, 2, 10, 238], [1342, 3, 10, 189], [1343, 2, 9, 174], [1344, 2, 10, 157], [1345, 1, 4, 101], [1355, 2, 6, 149]]
totalangl:	1	[[1204, 1, 6, 224]]
touch:	3	[[626, 1, 8, 129], [925, 1, 3, 48], [1379, 1, 3, 80]]
touloukian:	1	[[405, 1, 2, 41]]
towal:	1	[[272, 3, 19, 345]]
toward:	21	[[83, 1, 8, 213], [116, 1, 5, 110], [162, 1, 9, 145], [205, 1, 9, 205], [406, 1, 7, 154], [552, 1, 4, 151], [569, 1, 7, 202], [576, 1, 13, 324], [604, 1, 5, 95], [623, 2, 7, 149], [651, 1, 8, 135], [699, 1, 10, 145], [758, 1, 4, 94], [764, 1, 8, 117], [811, 1, 13, 224], [895, 1, 4, 74], [970, 1, 8, 141], [997, 1, 17, 139], [1080, 1, 4, 91], [1301, 1, 6, 120], [1351, 1, 10, 231]]
townend:	1	[[99, 1, 11, 189]]
townsend:	2	[[255, 2, 6, 132], [797, 1, 9, 241]]
toxic:	1	[[185, 1, 9, 218]]
tp:	1	[[1188, 1, 6, 145]]
tr:	16	[[302, 1, 7, 98], [328, 1, 4, 203], [582, 1, 4, 68], [688, 1, 10, 193], [704, 1, 7, 231], [836, 1, 5, 100], [837, 1, 10, 177], [862, 1, 2, 41], [863, 1, 3, 73], [966, 1, 9, 167], [997, 1, 17, 139], [1077, 1, 6, 102], [1099, 1, 4, 54], [1153, 1, 5, 116], [1331, 1, 5, 74], [1345, 1, 4, 101]]
trace:	11	[[30, 1, 4, 88], [100, 1, 7, 167], [318, 1, 5, 107], [798, 1, 15, 432], [849, 1, 4, 63], [955, 1, 4, 68], [1151, 1, 3, 97], [1220, 1, 6, 154], [1244, 1, 14, 299], [1316, 1, 7, 169], [1353, 1, 4, 93]]
track:	3	[[141, 1, 3, 75], [805, 1, 7, 167], [806, 1, 8, 194]]
tractabl:	1	[[914, 1, 9, 126]]
traction:	2	[[641, 1, 7, 89], [732, 2, 6, 128]]
tractor:	1	[[1092, 1, 10, 202]]
tradit:	1	[[1052, 1, 6, 77]]
trail:	44	[[7, 1, 7, 179], [85, 12, 12, 199], [121, 2, 5, 95], [126, 1, 3, 91], [147, 1, 7, 124], [189, 6, 12, 264], [205, 1, 9, 205], [212, 1, 10, 259], [229, 1, 10, 156], [230, 1, 8, 148], [282, 1, 10, 182], [288, 6, 6, 135], [311, 4, 6, 140], [363, 1, 7, 178], [409, 1, 3, 75], [420, 1, 8, 115], [433, 3, 19, 289], [452, 1, 7, 214], [530, 1, 5, 91], [558, 2, 6, 90], [599, 1, 10, 170], [634, 1, 4, 107], [638, 3, 8, 166], [673, 3, 27, 276], [674, 1, 4, 94], [675, 2, 7, 203], [686, 1, 7, 173], [704, 1, 7, 231], [757, 1, 14, 233], [772, 1, 3, 82], [792, 1, 7, 304], [798, 4, 15, 432], [869, 1, 10, 213], [873, 1, 6, 120], [894, 1, 7, 165], [902, 2, 7, 150], [924, 1, 11, 149], [976, 1, 14, 321], [989, 1, 8, 155], [1091, 1, 5, 91], [1183, 1, 3, 89], [1248, 1, 12, 265], [1277, 2, 8, 171], [1343, 5, 9, 174]]
trailingedg:	2	[[189, 1, 12, 264], [685, 1, 10, 234]]
trajectori:	15	[[32, 2, 6, 124], [67, 1, 3, 57], [77, 2, 15, 255], [162, 1, 9, 145], [163, 2, 10, 281], [554, 1, 7, 116], [716, 2, 4, 70], [717, 1, 10, 256], [982, 2, 7, 120], [1000, 1, 4, 150], [1217, 2, 4, 90], [1235, 1, 8, 202], [1291, 1, 14, 197], [1344, 1, 10, 157], [1348, 1, 4, 65]]
tramposch:	4	[[30, 1, 4, 88], [195, 1, 7, 126], [463, 1, 3, 79], [497, 1, 4, 115]]
tran:	20	[[260, 1, 4, 82], [261, 1, 8, 122], [269, 1, 5, 85], [276, 1, 6, 147], [367, 1, 6, 86], [418, 1, 3, 50], [469, 1, 3, 74], [549, 1, 4, 55], [586, 2, 3, 79], [590, 1, 3, 55], [649, 1, 6, 170], [815, 1, 7, 191], [906, 1, 3, 43], [928, 1, 8, 290], [964, 1, 4, 106], [1057, 1, 7, 106], [1059, 1, 6, 154], [1088, 1, 4, 146], [1125, 1, 6, 119], [1175, 1, 14, 180]]
transamermathsoc33:	1	[[1137, 1, 8, 171]]
transcend:	1	[[639, 2, 5, 61]]
transcendent:	1	[[738, 1, 7, 98]]
transduc:	1	[[942, 1, 7, 99]]
transfer:	206	[[12, 1, 5, 89], [21, 2, 3, 52], [22, 1, 4, 79], [23, 2, 6, 95], [24, 3, 9, 186], [29, 2, 8, 165], [36, 2, 8, 111], [37, 3, 4, 125], [44, 2, 7, 195], [45, 3, 6, 108], [47, 3, 6, 139], [49, 7, 12, 271], [50, 1, 5, 110], [54, 1, 5, 152], [55, 3, 5, 100], [61, 2, 5, 86], [62, 2, 10, 201], [66, 2, 10, 127], [71, 1, 5, 62], [72, 1, 10, 188], [74, 1, 3, 65], [77, 2, 15, 255], [81, 3, 4, 83], [82, 1, 11, 226], [84, 3, 7, 129], [88, 1, 4, 99], [89, 1, 9, 274], [92, 1, 6, 152], [94, 2, 11, 307], [98, 2, 3, 58], [101, 5, 8, 238], [102, 2, 4, 61], [120, 4, 4, 80], [123, 7, 7, 178], [135, 2, 6, 132], [142, 3, 4, 84], [144, 3, 6, 100], [145, 4, 4, 87], [154, 1, 3, 65], [162, 3, 9, 145], [163, 1, 10, 281], [168, 2, 6, 165], [182, 1, 4, 93], [185, 1, 9, 218], [240, 4, 11, 171], [260, 3, 4, 82], [267, 2, 7, 130], [268, 2, 5, 93], [269, 4, 5, 85], [270, 3, 8, 149], [272, 1, 19, 345], [274, 5, 6, 175], [275, 1, 5, 92], [283, 5, 5, 144], [294, 4, 11, 202], [295, 3, 6, 92], [303, 2, 4, 68], [305, 5, 5, 113], [306, 2, 6, 110], [310, 1, 9, 120], [314, 1, 7, 134], [325, 3, 5, 163], [329, 4, 17, 434], [333, 1, 4, 56], [338, 3, 6, 121], [339, 1, 2, 45], [342, 1, 7, 153], [343, 3, 3, 87], [344, 5, 11, 284], [347, 3, 4, 96], [348, 4, 5, 116], [352, 1, 5, 141], [353, 3, 6, 115], [354, 2, 5, 95], [355, 1, 5, 75], [364, 2, 10, 251], [365, 2, 5, 128], [366, 2, 7, 129], [369, 1, 7, 165], [378, 2, 3, 58], [383, 1, 4, 86], [387, 2, 3, 51], [395, 1, 8, 168], [396, 2, 3, 53], [398, 3, 3, 47], [406, 1, 7, 154], [435, 4, 6, 141], [436, 2, 2, 54], [437, 1, 2, 56], [438, 1, 3, 65], [480, 1, 2, 68], [481, 1, 3, 83], [489, 1, 3, 98], [493, 3, 9, 222], [497, 1, 4, 115], [509, 1, 4, 57], [522, 5, 9, 268], [524, 3, 3, 61], [525, 3, 4, 87], [538, 1, 7, 119], [539, 2, 3, 56], [540, 1, 7, 137], [546, 2, 4, 103], [549, 1, 4, 55], [550, 2, 5, 95], [553, 1, 7, 124], [554, 6, 7, 116], [555, 1, 7, 124], [559, 3, 3, 71], [560, 2, 8, 161], [564, 9, 10, 195], [565, 2, 5, 156], [566, 6, 6, 140], [570, 1, 3, 72], [571, 5, 8, 166], [572, 3, 7, 302], [575, 1, 5, 191], [576, 3, 13, 324], [580, 1, 4, 110], [584, 2, 5, 93], [585, 1, 4, 81], [588, 1, 14, 224], [606, 1, 5, 112], [623, 5, 7, 149], [625, 1, 7, 216], [628, 1, 9, 147], [635, 1, 9, 144], [645, 2, 4, 110], [646, 5, 7, 193], [651, 4, 8, 135], [655, 2, 3, 76], [661, 5, 8, 149], [662, 8, 9, 251], [666, 3, 4, 111], [667, 2, 9, 180], [668, 2, 5, 82], [670, 1, 2, 43], [689, 4, 11, 192], [690, 1, 4, 82], [754, 3, 5, 115], [756, 1, 9, 128], [767, 1, 7, 179], [773, 2, 8, 224], [784, 4, 5, 145], [789, 2, 3, 80], [861, 2, 5, 88], [869, 3, 10, 213], [872, 5, 6, 133], [873, 5, 6, 120], [899, 1, 8, 124], [912, 1, 5, 118], [959, 5, 7, 141], [962, 7, 9, 283], [963, 1, 2, 47], [979, 1, 6, 113], [980, 2, 9, 141], [981, 1, 5, 93], [983, 3, 3, 80], [1002, 3, 5, 134], [1004, 2, 4, 101], [1040, 3, 14, 364], [1099, 1, 4, 54], [1104, 2, 9, 244], [1106, 1, 5, 110], [1107, 3, 10, 164], [1147, 1, 13, 304], [1148, 1, 3, 73], [1159, 2, 6, 96], [1161, 3, 3, 91], [1185, 5, 5, 110], [1191, 1, 6, 119], [1192, 3, 4, 93], [1198, 1, 6, 185], [1199, 1, 5, 176], [1200, 1, 3, 115], [1204, 4, 6, 224], [1213, 6, 10, 175], [1215, 1, 4, 86], [1217, 2, 4, 90], [1220, 1, 6, 154], [1222, 2, 8, 140], [1226, 2, 8, 184], [1236, 1, 3, 65], [1237, 1, 5, 88], [1241, 1, 5, 115], [1244, 1, 14, 299], [1255, 1, 5, 113], [1258, 4, 5, 142], [1263, 4, 7, 211], [1264, 3, 8, 163], [1268, 1, 10, 247], [1270, 1, 4, 103], [1281, 1, 7, 153], [1282, 2, 5, 122], [1283, 1, 2, 63], [1300, 2, 9, 204], [1307, 4, 8, 203], [1345, 1, 4, 101], [1348, 1, 4, 65], [1355, 2, 6, 149], [1366, 4, 4, 138], [1381, 2, 12, 215], [1386, 3, 7, 154], [1393, 5, 6, 133], [1394, 2, 4, 107], [1395, 3, 3, 75]]
transfn:	1	[[240, 1, 11, 171]]
transform:	62	[[16, 6, 6, 96], [17, 4, 5, 105], [32, 2, 6, 124], [59, 1, 8, 169], [62, 2, 10, 201], [68, 1, 5, 83], [94, 1, 11, 307], [131, 1, 9, 229], [132, 1, 12, 226], [150, 1, 5, 112], [157, 1, 7, 158], [162, 1, 9, 145], [164, 1, 8, 215], [246, 2, 9, 95], [249, 1, 5, 101], [271, 2, 2, 36], [300, 1, 8, 178], [333, 1, 4, 56], [342, 2, 7, 153], [349, 3, 9, 170], [352, 1, 5, 141], [375, 2, 8, 162], [376, 2, 4, 69], [377, 6, 6, 111], [389, 1, 4, 48], [432, 1, 13, 160], [452, 2, 7, 214], [460, 1, 4, 80], [473, 1, 5, 79], [494, 1, 6, 111], [499, 2, 10, 232], [502, 3, 3, 39], [538, 5, 7, 119], [562, 1, 8, 151], [565, 1, 5, 156], [660, 2, 14, 195], [662, 2, 9, 251], [706, 1, 4, 72], [767, 1, 7, 179], [777, 1, 6, 111], [916, 1, 5, 125], [918, 1, 3, 77], [943, 1, 6, 109], [961, 2, 4, 120], [962, 1, 9, 283], [1121, 1, 5, 96], [1180, 1, 5, 115], [1193, 1, 7, 100], [1208, 2, 4, 84], [1224, 1, 5, 174], [1235, 1, 8, 202], [1246, 1, 6, 190], [1267, 1, 3, 49], [1271, 1, 8, 207], [1281, 1, 7, 153], [1302, 1, 6, 128], [1308, 1, 3, 66], [1330, 2, 10, 162], [1366, 2, 4, 138], [1368, 1, 3, 64], [1370, 1, 9, 160], [1375, 2, 9, 209]]
transient:	35	[[5, 2, 6, 51], [6, 1, 5, 79], [29, 4, 8, 165], [30, 1, 4, 88], [51, 1, 12, 141], [82, 1, 11, 226], [91, 1, 5, 122], [95, 1, 5, 81], [159, 1, 3, 73], [195, 1, 7, 126], [267, 1, 7, 130], [274, 2, 6, 175], [367, 1, 6, 86], [395, 1, 8, 168], [425, 1, 5, 82], [462, 1, 5, 106], [546, 1, 4, 103], [580, 1, 4, 110], [653, 1, 5, 99], [700, 1, 4, 83], [706, 2, 4, 72], [707, 1, 7, 160], [860, 1, 4, 82], [869, 5, 10, 213], [873, 1, 6, 120], [902, 1, 7, 150], [978, 1, 2, 61], [980, 2, 9, 141], [981, 1, 5, 93], [1012, 1, 4, 102], [1026, 1, 4, 34], [1028, 6, 9, 131], [1203, 1, 10, 146], [1318, 1, 5, 63], [1330, 3, 10, 162]]
transit:	93	[[7, 5, 7, 179], [8, 4, 6, 118], [9, 5, 9, 244], [24, 1, 9, 186], [40, 5, 5, 138], [41, 3, 4, 62], [43, 5, 5, 113], [53, 4, 11, 159], [79, 7, 8, 121], [80, 6, 13, 220], [89, 1, 9, 274], [94, 1, 11, 307], [96, 8, 11, 179], [123, 2, 7, 178], [125, 3, 9, 156], [126, 1, 3, 91], [133, 1, 11, 140], [142, 1, 4, 84], [171, 1, 6, 119], [182, 3, 4, 93], [187, 4, 10, 204], [199, 5, 16, 248], [207, 4, 6, 134], [212, 2, 10, 259], [244, 2, 19, 326], [261, 1, 8, 122], [272, 19, 19, 345], [293, 4, 6, 107], [294, 6, 11, 202], [295, 6, 6, 92], [314, 3, 7, 134], [315, 12, 12, 343], [330, 1, 4, 81], [337, 2, 3, 71], [338, 2, 6, 121], [341, 2, 7, 149], [344, 1, 11, 284], [346, 2, 5, 132], [395, 1, 8, 168], [418, 3, 3, 50], [440, 1, 5, 78], [441, 1, 7, 192], [504, 2, 10, 143], [505, 4, 4, 70], [522, 9, 9, 268], [525, 1, 4, 87], [526, 1, 6, 90], [535, 1, 4, 85], [536, 5, 8, 215], [558, 2, 6, 90], [564, 1, 10, 195], [610, 1, 7, 107], [668, 1, 5, 82], [690, 2, 4, 82], [710, 3, 18, 193], [744, 1, 5, 96], [766, 2, 13, 182], [774, 1, 3, 45], [794, 1, 8, 225], [796, 2, 6, 134], [798, 1, 15, 432], [827, 1, 12, 230], [858, 1, 10, 147], [859, 2, 15, 199], [933, 1, 6, 192], [959, 2, 7, 141], [972, 1, 7, 140], [992, 3, 14, 231], [996, 3, 12, 211], [1040, 1, 14, 364], [1089, 2, 6, 99], [1093, 2, 5, 78], [1162, 2, 5, 109], [1163, 2, 5, 134], [1170, 1, 8, 93], [1188, 1, 6, 145], [1201, 6, 19, 364], [1205, 7, 7, 157], [1211, 4, 4, 103], [1214, 1, 6, 143], [1220, 2, 6, 154], [1257, 1, 4, 108], [1264, 8, 8, 163], [1268, 1, 10, 247], [1278, 6, 6, 139], [1284, 4, 6, 112], [1287, 1, 4, 72], [1300, 6, 9, 204], [1321, 1, 8, 201], [1324, 1, 5, 122], [1325, 1, 10, 238], [1381, 7, 12, 215], [1391, 2, 8, 153]]
translat:	7	[[156, 2, 10, 181], [427, 1, 18, 173], [441, 1, 7, 192], [455, 1, 6, 147], [552, 1, 4, 151], [699, 1, 10, 145], [1333, 2, 6, 171]]
translatori:	1	[[441, 1, 7, 192]]
transmiss:	6	[[91, 1, 5, 122], [100, 1, 7, 167], [276, 1, 6, 147], [707, 1, 7, 160], [1244, 1, 14, 299], [1297, 1, 3, 103]]
transmit:	4	[[100, 2, 7, 167], [883, 1, 4, 82], [1244, 1, 14, 299], [1313, 1, 24, 459]]
transon:	63	[[38, 2, 3, 65], [118, 2, 8, 114], [121, 1, 5, 95], [124, 2, 6, 151], [157, 1, 7, 158], [197, 4, 12, 206], [214, 1, 5, 93], [216, 1, 9, 184], [235, 1, 5, 98], [252, 2, 8, 188], [312, 2, 4, 73], [313, 2, 5, 53], [315, 2, 12, 343], [335, 2, 5, 78], [404, 2, 10, 108], [415, 1, 3, 85], [431, 1, 5, 122], [433, 1, 19, 289], [439, 1, 8, 130], [440, 3, 5, 78], [466, 1, 6, 149], [467, 3, 5, 143], [468, 4, 4, 76], [469, 3, 3, 74], [496, 3, 3, 81], [503, 4, 7, 80], [516, 1, 5, 79], [521, 2, 4, 107], [526, 4, 6, 90], [638, 1, 8, 166], [685, 1, 10, 234], [709, 2, 8, 160], [750, 1, 4, 63], [757, 1, 14, 233], [780, 3, 5, 86], [795, 1, 2, 42], [796, 1, 6, 134], [797, 2, 9, 241], [798, 1, 15, 432], [799, 1, 8, 182], [800, 1, 6, 117], [801, 6, 7, 150], [815, 2, 7, 191], [876, 2, 9, 125], [879, 2, 3, 40], [880, 1, 2, 51], [903, 2, 9, 154], [916, 1, 5, 125], [917, 2, 7, 220], [918, 1, 3, 77], [919, 1, 7, 122], [924, 2, 11, 149], [927, 1, 12, 290], [991, 2, 12, 176], [1006, 1, 3, 64], [1114, 1, 7, 150], [1153, 2, 5, 116], [1154, 3, 10, 179], [1224, 2, 5, 174], [1290, 5, 8, 149], [1320, 1, 4, 144], [1338, 3, 7, 154], [1341, 2, 10, 154]]
transpar:	2	[[302, 1, 7, 98], [773, 1, 8, 224]]
transpir:	13	[[339, 1, 2, 45], [343, 3, 3, 87], [344, 1, 11, 284], [480, 2, 2, 68], [559, 1, 3, 71], [560, 3, 8, 161], [565, 1, 5, 156], [628, 2, 9, 147], [661, 2, 8, 149], [707, 1, 7, 160], [773, 1, 8, 224], [1100, 1, 4, 98], [1240, 1, 5, 131]]
transport:	23	[[97, 1, 13, 172], [103, 1, 3, 91], [110, 1, 9, 242], [190, 1, 9, 115], [253, 1, 5, 112], [283, 1, 5, 144], [302, 2, 7, 98], [328, 1, 4, 203], [405, 1, 2, 41], [436, 1, 2, 54], [455, 1, 6, 147], [506, 1, 4, 91], [524, 2, 3, 61], [579, 1, 9, 128], [623, 1, 7, 149], [649, 5, 6, 170], [667, 2, 9, 180], [691, 2, 4, 85], [791, 1, 3, 69], [810, 1, 6, 128], [811, 1, 13, 224], [1164, 2, 7, 184], [1199, 3, 5, 176]]
transtabl:	2	[[766, 1, 13, 182], [914, 3, 9, 126]]
transvers:	61	[[9, 1, 9, 244], [23, 1, 6, 95], [25, 1, 8, 280], [44, 1, 7, 195], [61, 3, 5, 86], [87, 1, 4, 91], [88, 2, 4, 99], [94, 5, 11, 307], [104, 1, 5, 87], [106, 1, 3, 50], [107, 1, 4, 65], [112, 2, 6, 104], [160, 1, 11, 254], [171, 1, 6, 119], [208, 2, 5, 87], [257, 2, 7, 153], [261, 2, 8, 122], [268, 1, 5, 93], [269, 3, 5, 85], [270, 4, 8, 149], [326, 1, 3, 45], [372, 1, 3, 78], [412, 3, 4, 77], [422, 1, 3, 88], [424, 1, 4, 66], [494, 3, 6, 111], [500, 1, 4, 79], [528, 2, 5, 110], [551, 1, 3, 43], [607, 1, 2, 38], [644, 2, 6, 131], [653, 1, 5, 99], [732, 1, 6, 128], [826, 7, 10, 221], [836, 1, 5, 100], [912, 1, 5, 118], [956, 1, 5, 92], [1036, 2, 4, 82], [1037, 1, 3, 58], [1038, 1, 3, 61], [1039, 1, 9, 194], [1040, 1, 14, 364], [1042, 1, 3, 59], [1043, 1, 5, 120], [1048, 1, 3, 44], [1072, 2, 8, 264], [1130, 1, 6, 84], [1159, 2, 6, 96], [1195, 2, 17, 191], [1201, 1, 19, 364], [1213, 2, 10, 175], [1221, 2, 3, 75], [1242, 1, 10, 162], [1281, 1, 7, 153], [1358, 2, 2, 36], [1387, 1, 6, 150], [1392, 1, 10, 201], [1396, 2, 5, 80], [1397, 2, 3, 58], [1399, 2, 3, 63], [1400, 2, 5, 74]]
trapezoid:	2	[[923, 1, 6, 115], [924, 1, 11, 149]]
traugott:	2	[[369, 1, 7, 165], [626, 1, 8, 129]]
travel:	15	[[156, 1, 10, 181], [251, 1, 3, 66], [328, 1, 4, 203], [373, 1, 11, 230], [493, 2, 9, 222], [499, 1, 10, 232], [814, 1, 6, 149], [1147, 1, 13, 304], [1151, 1, 3, 97], [1196, 1, 5, 80], [1208, 1, 4, 84], [1220, 1, 6, 154], [1255, 1, 5, 113], [1257, 1, 4, 108], [1271, 1, 8, 207]]
travers:	11	[[67, 2, 3, 57], [126, 1, 3, 91], [140, 1, 10, 250], [177, 1, 11, 171], [212, 1, 10, 259], [213, 1, 8, 194], [446, 1, 3, 91], [448, 1, 5, 108], [671, 1, 6, 104], [716, 1, 4, 70], [1195, 1, 17, 191]]
